,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,temp_softbake,pr_thickness,lithography_Chamber,Line_CD,Wavelength,exp_time,lense,Etching_Chamber,Thin F4,Temp_Etching,Source_Power,etching_rate1,etching_rate2,etching_rate3,etching_rate4,etching_uni,Chamber_Num,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,flux_rate1,flux_rate2,flux_rate3,flux_rate4,Error_message,target_rate,Target
412,2,wet,1077.0747113,H2O,37.22,0.2,181,7009.22,16,8,2,1.32233,15.02,15.101,19.99,199.757,90,90.44,1.88189524532635,3,66.126,436,47240.164,0.849657408778754,1,363,70.335,51.532,131.122,201.5,199.5,132.5,0.21178354011754,1,31494.284,104.617,891,157,1757083000000000,6478292857142857,-669960625000000,826723611111111,none,0.0795,159
413,2,dry,1002.1648959,O2,26.54,0.205,201,7042.43,16,9,3,1.48775,13.208,15.064,19.997,200.915,90.001,90.634,1.87730128938608,1,57.007,436,47107.62,0.845074244424157,1,276,70.457,51.412,131.043,205.1,221.6,118.9,0.3035574150623,1,30734.563,105.213,910,153,5702299266666667,1.06E+16,-1948493125000000,836173611111111,none,0.081,162
414,2,wet,1053.2793223,H2O,33.08,0.22,79,6987.57,16,10,3,1.28921,14.041,14.932,20.012,199.149,90.001,91.952,2.13527385809108,2,32.167,365,39421.46,0.718748707729207,2,214,71.716,50.907,126.057,208.2,218.9,124.2,0.27961621419724,2,32057.927,106.015,898,152,4506492333333333,3694660000000000,-330478437500000,832245833333333,none,0.0305,61
415,2,dry,883.86054607,H2O,38.04,0.2,59,6895.6,16,11,3,1.07349,15.183,14.945,20.001,203.056,89.999,92.111,1.87823386273288,3,46.377,365,39580.6,0.665634477312806,3,319,70.512,51.741,115.56,206.9,204.8,130.4,0.277772709302679,3,31364.565,103.501,900,152,2.96780266666667E+015,9.21704571428571E+015,-1401969687500000,837258333333333,none,0.059,118
416,3,dry,1011.9568912,O2,23.54,0.207,89,6890.98,16,12,1,1.03948,12.084,14.977,19.994,196.183,90.001,91.183,1.92763888804556,1,59.863,405,43690.185,0.820185058050876,3,253,70.999,51.225,117.098,208.7,219.5,118.5,0.308533620167581,3,32541.94,101.601,892,153,2.89332236666667E+015,1.26E+16,-2102433750000000,829023333333333,none,0.0485,97
417,3,dry,1196.7805485,H2O,36.26,0.214,162,7087.35,16,13,1,1.27227,17.74,14.959,19.997,200.949,90,91.279,2.0159090311881,2,25.889,365,38687.445,0.7382133618641,2,385,70.647,50.296,137.735,204.3,219.9,108.3,0.333017523704372,2,33034.419,104.309,923,152,1.25823933333333E+015,8782761000000000,-1138917500000000,839621388888889,none,0.043,86
418,3,dry,1191.2654075,O2,40.93,0.219,31,7043.97,16,14,1,0.93195,17.166,14.872,20.002,200.475,90.001,90.868,1.93828315560183,3,38.539,365,39728.425,0.724919762305761,1,276,71.607,50.634,133.097,206.8,215.8,121.1,0.279847576156514,1,31946.049,101.047,884,153,4744062666666667,7358784285714286,-1153373750000000,834567500000000,none,0.048,96
419,3,dry,1042.761316,H2O,33.96,0.213,119,7092.26,16,15,2,1.64366,16.941,15,20.012,201.929,90,92.064,1.95749567332843,1,51.232,365,39388.975,0.739069865388042,1,292,69.825,51.356,138.026,203.2,209.2,129.6,0.234108695843982,1,31897.707,105.23,873,155,1921443000000000,9.50418914285714E+015,-1364456875000000,832803888888889,none,0.0575,115
420,3,dry,1096.3834908,H2O,34.52,0.201,96,7051.35,16,16,2,0.92526,17.064,15.013,20.001,204.133,90.001,92.26,1.93102341140636,2,39.851,365,40038.675,0.691202787535625,2,544,71.406,51.426,132.435,206.4,234.5,77.4,0.482838636311248,2,32602.917,102.84,904,155,2.55931066666667E+015,3.99913342857143E+015,-226845625000000,833091666666667,none,0.059,118
421,3,wet,1178.7448193,H2O,33.22,0.204,154,7153.84,16,17,3,0.8951,13.643,14.954,19.997,202.749,90,93.201,2.06161468246854,1,50.826,365,39709.445,0.683062665853229,3,298,71.062,50.104,143.484,203.7,232.2,106.2,0.367569838269271,3,31571.823,101.127,892,155,3.96126623333333E+015,4621090000000000,-453442812500000,831075277777778,none,0.0395,79
422,3,dry,984.50194091,H2O,42.84,0.207,105,7132.58,16,18,3,1.11062,14.585,15.159,20.001,202.313,90,92.607,1.97425429770384,2,49.345,405,43779.285,0.818052912874335,2,429,72.241,51.419,142.658,207.9,205,114.8,0.27776203163086,2,32059.355,105.789,940,155,6318922000000000,549972857142857,184655000000000,828954444444445,none,0.04,80
423,3,dry,1091.0068597,O2,38.09,0.202,92,7041.06,16,19,3,1.75719,16.427,15.111,19.995,200.952,90.001,91.142,1.88116340168818,3,35.634,436,48607.46,0.772623606486494,1,625,71.619,51.317,131.606,206.4,198.4,105.2,0.315458396586067,1,31414.216,102.388,878,156,5824676666666667,4268740000000000,-590498437500000,833714166666667,[['Edge-Loc']],0.101,202
424,1,dry,1049.2063452,O2,37.47,0.206,101,7101.63,16,20,1,1.6683,13.926,14.824,20.005,203.57,90,93.221,1.97802183080292,1,50.479,405,44582.4,0.779780390737364,1,286,69.643,51.066,135.463,206.7,217.9,121.5,0.282879205590679,1,31370.247,102.874,904,155,3.53627466666667E+015,4028902857142857,-314085937500000,830371944444445,none,0.074,148
425,1,wet,972.01371761,O2,28.8,0.209,157,7064.25,16,21,1,1.55605,14.735,14.904,19.991,197.363,90,94.835,1.99225837790932,3,34.859,365,39474.75,0.723894672333539,3,321,71.658,50.936,136.825,205.7,214.6,117.2,0.288881474066659,3,31692.403,105.464,906,156,1.77675363333333E+015,5180732714285714,-389073750000000,831242777777778,none,0.049,98
426,1,dry,984.63759243,H2O,36.83,0.218,150,7125.21,16,22,2,1.62955,16.681,15.122,20,202.467,90.001,89.361,1.93729238109713,1,51.655,436,45787.848,0.844055026192808,3,669,70.923,50.45,140.521,205.2,212.5,87.4,0.3875338627461,3,31606.555,104.196,886,154,2814464600000000,2420947142857143,116087500000000,833241111111111,[['Scratch']],0.1295,259
427,1,wet,1085.2850112,O2,39.89,0.197,152,7049.64,16,23,2,1.05993,14.991,15.095,19.992,200.539,90.001,92.271,1.98254557695911,2,36.495,405,43622.55,0.795276255407388,2,219,70.488,51.883,134.064,207.5,210.4,131.1,0.232189077451015,2,31254.326,104.095,882,151,617135800000000,8864875857142857,-1075789375000000,828514444444444,none,0.049,98
428,1,dry,1126.0509287,O2,39.79,0.21,76,7042.93,16,24,2,1.39985,16.265,15.021,20.005,203.041,89.999,92.653,1.8731783291246,3,48.696,405,43126.425,0.793235755542368,1,310,71.018,50.858,133.993,206,201.3,132,0.219815147342984,1,32203.423,103.053,914,152,4069290000000000,3.59127571428571E+015,-258442500000000,829174444444445,none,0.035,70
429,1,wet,1043.3064266,O2,38.44,0.213,72,7039.74,16,25,3,0.75442,14.552,14.948,20.002,200.573,90,92.157,1.83449428942803,1,47.593,436,46450.568,0.838371252326672,1,186,70.464,51.034,132.474,207.9,210.2,134.8,0.226813389477862,1,31832.222,99.999,902,155,4.17169553333333E+015,9.74984714285714E+015,-1612202500000000,832569166666667,none,0.0285,57
430,1,wet,1223.7010226,O2,41.16,0.187,76,7173.89,16,26,3,1.05812,12.361,14.928,20,206.01,90,90.13,1.90005365149853,2,53.031,436,47375.324,0.846802543515163,2,224,70.441,51.746,145.389,206.7,222.1,120.8,0.291515405279796,2,30830.93,103.348,896,153,2327496200000000,7534235428571429,-933708125000000,830397500000000,none,0.0245,49
431,1,wet,1049.7396482,O2,37.65,0.208,15,6942.51,16,27,3,0.51988,18.246,15.08,20.001,197.049,90.001,94.828,1.97529450374593,3,34.3,405,43378.335,0.78852837241903,3,464,71.615,51.485,123.451,205.2,197.6,121.6,0.258084034754905,3,31869.207,103.255,906,153,3.58435933333333E+015,3202220000000000,-132807187500000,834537500000000,none,0.076,152
432,2,dry,1042.2256555,H2O,40.92,0.205,36,6965.68,17,1,1,1.86594,12.914,15.071,20.001,198.784,89.998,93.475,1.89575665913586,1,23.043,436,47065.764,0.848780753701735,3,383,71.885,51.539,127.068,201.8,217.7,111.7,0.32205727758299,3,32423.296,102.77,923,157,3125102000000000,4.34999571428572E+015,-356855625000000,835832777777778,none,0.07,140
433,2,dry,1206.1563074,O2,30.34,0.203,50,7129.68,17,2,1,1.21051,15.707,14.973,19.997,196.88,89.999,92.369,1.9869898576217,2,38.023,436,47326.928,0.856164383561644,2,180,71.389,51.222,141.568,206.5,198.6,148.3,0.186863280035915,2,31593.132,103.087,884,156,3227914000000000,8584425714285714,-1269647812500000,827624166666667,none,0.048,96
434,2,wet,1070.9125176,O2,34.53,0.202,152,7056.57,17,3,1,0.47254,17.864,15.109,19.992,194.942,90,93.165,1.99367548314698,3,36.419,365,39598.85,0.703121087082991,1,335,72.879,50.689,132.257,211.4,226.5,102,0.370449165894278,1,31895.11,102.953,909,151,3046896000000000,6409025714285714,-794425000000000,834774166666667,none,0.027,54
435,2,wet,1037.6639462,H2O,30.03,0.194,128,7208.2,17,4,2,1.25576,18.115,14.974,20,198.147,90,92.757,2.00591460809992,1,28.535,405,42895.575,0.75468744759115,1,270,71.999,51.884,149.92,203.1,230.6,110.2,0.347064080020755,1,32433.326,100.472,873,155,539715166666667,8489871857142857,-981112187500000,831815277777778,none,0.0355,71
436,2,wet,1059.9256516,O2,35.89,0.196,184,7022.13,17,5,2,0.82813,14.849,15.024,19.997,200.469,90.002,92.6,1.9213157099306,2,37.686,405,43253.19,0.750069450875081,2,197,71.542,51.623,132.013,205.4,207.8,137.3,0.222082216748985,2,31510.648,101.757,910,157,4.28738513333333E+015,2.02350571428571E+015,68354687500000,831432222222222,none,0.025,50
437,2,dry,1079.1773101,O2,38.25,0.194,87,7264.98,17,6,2,1.39508,15.781,15.101,19.999,200.261,90.001,92.766,1.99421021531644,3,41.601,436,47623.408,0.827052978813406,3,392,70.415,51.003,156.898,204.5,212.9,113,0.290703595820154,3,31825.29,103.956,891,151,2.61788266666667E+015,1.11E+16,-1764111250000000,831644166666667,none,0.0515,103
438,2,dry,956.31482193,O2,34.68,0.205,135,6989.61,17,7,3,1.01472,13.304,15.016,19.998,204.569,90,91.432,1.88141895000939,2,58.935,365,39868.585,0.63932571280438,2,557,71.625,51.508,129.261,204.4,214.6,95,0.371855281137827,2,31763.653,99.34,883,157,2589151000000000,1.35E+16,-2300837500000000,839749166666667,none,0.0705,141
439,2,wet,993.70655818,H2O,33.83,0.224,69,7128.25,17,8,3,1.53945,13.838,15.207,19.995,197.789,90,94.151,1.92053275736495,3,44.672,436,48073.796,0.833162942593927,1,266,69.329,51.433,141.925,203.1,231.8,109.4,0.356734307260738,1,31580.222,104.285,898,155,3.95110423333333E+015,5614620000000000,-689758125000000,832425277777778,none,0.039,78
440,3,dry,1183.5383622,O2,33.38,0.219,140,7102.34,17,9,1,0.62367,13.856,15.025,20.003,204.869,90.001,91.196,1.90548807341649,1,39.912,436,47720.2,0.849385948506951,1,471,71.466,51.876,139.234,204.3,214.2,105.4,0.328138807541161,1,32274.385,103.15,898,153,2.49414413333333E+015,1.95480385714286E+015,244075937500000,835239166666667,[['Random']],0.1025,205
441,3,wet,1027.895912,H2O,30.74,0.208,156,7024.8,17,10,1,0.98147,15.422,15.087,19.994,194.462,90,90.395,1.97229004242643,3,50.011,436,46927.988,0.802373258150714,3,354,71.554,50.636,131.68,206.2,215.1,114.1,0.302812256401031,3,32210.028,104.871,924,157,2248787000000000,1.16E+16,-1847551562500000,835592777777778,none,0.036,72
442,3,dry,1210.2410456,O2,33.7,0.221,179,6994.43,17,11,2,1.32808,18.142,14.957,19.992,202.881,90.001,91.46,1.99197405282327,1,48.865,365,39621.115,0.687927716701943,3,424,70.799,51.133,126.643,205.6,217.2,107.6,0.333615912504965,3,31549.184,104.859,881,154,2.50981333333333E+015,7568769714285714,-989276250000000,834965277777778,none,0.0565,113
443,3,wet,1108.3562713,O2,40.49,0.196,94,7329.34,17,12,2,1.05034,16.95,15.094,19.996,198.198,90,91.015,1.98535127248084,2,22.793,365,39953.265,0.826320924936101,2,319,70.839,51.372,159.234,209,221.6,111.2,0.314963325601897,2,32087.646,103.005,895,157,2.96485383333333E+015,7077699000000000,-919214062500000,835873888888889,none,0.034,68
444,3,wet,1190.9567271,O2,36.9,0.204,117,6984.08,17,13,2,0.61894,13.632,14.864,20.002,202.677,89.999,93.648,1.96983980351747,3,47.065,365,39774.05,0.719904065387013,1,360,72.306,50.665,128.008,204.2,207.9,122.3,0.258450984891487,1,31501.258,102.754,910,153,4.06410366666667E+015,8798558571428571,-1416124062500000,830738888888889,none,0.0615,123
445,3,dry,1188.90217,O2,35.37,0.198,127,7030.65,17,14,3,1.88855,14.671,15.045,20.002,202.968,89.999,93.313,1.95917753254913,1,48.164,436,47546.672,0.86723023371457,1,337,71.503,50.367,130.365,208.2,221.1,109.7,0.332852778379509,1,30658.962,103.386,922,153,5187057333333333,1.85287857142857E+015,17983125000000,832332777777778,none,0.0385,77
446,3,wet,1011.7493298,H2O,34.45,0.194,101,7049.71,17,15,3,1.10901,15.119,14.96,20.003,201.552,90,92.774,1.99781180990051,2,17.523,365,39182.02,0.710631040363843,2,506,72.064,51.406,133.171,209.7,223.7,87.8,0.415360705165724,2,31542.357,100.201,905,151,3652865000000000,1.39E+16,-2487680625000000,830154722222222,none,0.021,42
447,3,wet,1259.8264246,O2,37.72,0.206,145,7206.92,17,16,3,1.10286,18.168,15.036,20,199.473,90,90.088,1.95986894019159,3,26.198,405,43838.415,0.849165197226479,3,435,71.033,50.453,145.592,209.7,214.5,107.4,0.316306158371629,3,31487.108,102.624,885,154,4399894000000000,4732035714285714,-551364062500000,832250833333333,none,0.0445,89
448,1,dry,1132.4174728,O2,34.57,0.198,103,7160.15,17,17,1,1.394,15.812,14.892,19.995,194.278,90,94.13,2.0127452093431,1,57.004,405,44114.22,0.79276683455054,3,337,71.134,50.369,143.115,209,214.1,116.1,0.287257351809648,3,31179.148,103.458,904,153,1.00248866666667E+015,3016627000000000,134559062500000,831344722222222,none,0.039,78
449,1,dry,1130.1808322,H2O,33.18,0.18,129,7164.76,17,18,1,1.48934,14.143,15.04,19.994,197.191,90,89.636,2.01768469136924,3,56.015,405,43885.395,0.849747803244568,1,268,70.685,50.708,147.076,202.1,230.1,110.4,0.347119516990587,1,32292.179,100.414,904,158,2491304500000000,1.39E+16,-2363653437500000,837039444444445,none,0.0345,69
450,1,dry,1081.3557359,O2,35.95,0.217,133,7140.1,17,19,2,1.7501,11.261,15.056,19.99,197.239,90.001,91.353,1.87704786020193,1,22.418,436,45870.252,0.865498376198001,1,398,68.15,50.463,142.41,204.8,218.9,108.1,0.328680974770472,1,31684.211,101.7,905,156,2.50485403333333E+015,7231976000000000,-906771250000000,831257500000000,none,0.061,122
451,1,dry,1181.7563442,O2,35.61,0.195,146,7170.93,17,20,2,0.91809,17.393,15.062,19.998,202.38,89.999,92.542,1.85828226347155,3,29.962,436,47755.516,0.816040817014077,3,435,73.081,51.389,148.193,202.4,210.9,112.1,0.293352217140024,3,31473.404,102.852,903,155,3.08321966666667E+015,9.55508285714286E+015,-1474134062500000,828850000000000,none,0.0805,161
452,1,wet,862.01127574,O2,29.07,0.195,56,7039.06,17,21,3,1.00626,13.311,15.06,19.996,202.275,89.999,92.904,1.93963310059712,1,28.301,436,47094.104,0.79575112700991,3,337,71.234,51.688,132.506,205.8,233.7,98.2,0.404353288391927,3,32007.126,99.669,899,157,2.30106266666667E+015,7306327142857143,-919136875000000,836800000000000,none,0.034,68
453,1,dry,1067.2816233,H2O,40.33,0.196,112,6994.74,17,22,3,1.7477,13.475,15.091,19.995,199.276,90.001,93.915,1.86054967055417,2,41.796,365,39492.27,0.735436345465682,2,207,70.287,50.762,127.174,211,209.6,131,0.246992371540454,2,31068.324,101.929,903,152,2.57272433333333E+015,7426729428571429,-985026875000000,833735833333333,none,0.023,46
454,1,dry,1030.2701046,O2,36.79,0.212,181,6993.73,17,23,3,1.43657,15.959,14.992,19.993,206.314,90,91.425,1.98182201564479,3,48.865,436,46773.644,0.880674645255769,1,298,71.399,51.216,125.673,205.5,210.7,127.7,0.253973801213609,1,31559.957,102.648,894,157,3026712000000000,6590740000000000,-841489375000000,834205555555556,none,0.0445,89
455,2,dry,1114.5866082,O2,33.47,0.199,118,6909.35,17,24,1,0.99229,18.878,15.087,19.997,203.115,90,93.546,1.94812872062922,1,56.005,365,39116.32,0.68264875196846,1,511,72.158,51.151,122.135,201.4,218.7,97.6,0.378535091078169,1,32335.265,104.012,902,154,875587000000000,5785958714285714,-454127500000000,834897222222222,none,0.0605,121
456,2,wet,1096.4115442,O2,31.53,0.213,154,7161.05,17,25,1,1.3883,11.141,14.958,19.998,206.371,90.001,91.442,2.00985402526774,3,30.795,436,46842.532,0.845520004499097,3,291,71.972,50.805,143.105,206.3,204.4,133.2,0.212807767046819,3,32053.209,103.613,899,159,4488060000000000,5769500000000000,-785499062500000,832305277777778,none,0.0615,123
457,2,dry,1089.2616674,H2O,30.59,0.204,168,7003.77,17,26,2,1.6335,17.163,14.873,19.999,194.586,89.999,91.057,1.88226657688071,1,31.074,405,43920.225,0.764719432936938,3,630,70.657,50.916,129.777,205.9,244.2,57.5,0.585838522569845,3,31181.515,102.502,902,149,821954000000000,6395038571428571,-577420312500000,827022777777778,none,0.0385,77
458,2,dry,1142.0060701,O2,27.16,0.229,152,7076.73,17,27,2,0.75916,16.161,14.988,20.006,199.489,90,91.242,2.00676912306789,2,37.972,365,39529.865,0.750423526702742,2,343,71.628,51.567,137.473,203,208.3,124.6,0.248599216184789,2,32463.943,103.367,900,153,3725343100000000,1.01E+16,-1638112500000000,827598888888889,none,0.0645,129
459,2,dry,870.1430801,O2,22.15,0.188,195,6884.58,18,1,2,0.96985,16.96,14.94,20.002,205.266,90.001,93.795,2.00322418502885,3,25.657,436,46449.26,0.80329128336837,1,98,68.846,49.99,120.158,206.9,224.4,127.2,0.307200386645409,1,32203.258,99.975,912,150,-447399966666667,-16970285714285.7,929106840625000,833922777777778,none,0.024,48
460,2,dry,870.79498925,O2,22.18,0.192,199,6909.69,18,2,3,0.67389,16.527,15.106,20.002,205.014,90.001,92.334,1.99831415035787,1,22.358,436,47023.036,0.77953331700366,1,183,69.097,50.559,119.869,209.6,226.9,116.3,0.328839295403832,1,32196.245,101.397,913,152,-518997400000000,4933417314285714,-150770625000000,836835277777778,none,0.018,36
461,2,dry,871.00322934,O2,22.18,0.208,215,7048.49,18,3,3,1.07597,16.996,15.032,20.004,201.845,90,92.03,1.9716236209132,2,19.378,436,46787.16,0.786241495157221,2,195,70.485,51.093,134.449,207.6,223.2,120.1,0.300868608548345,2,32199.428,102.733,915,154,69577100000000,-141691041428571,937648915312500,830505000000000,none,0.015,30
462,2,dry,871.49975321,O2,22.18,0.211,218,7080.54,18,4,3,0.92165,16.867,14.954,19.996,200.993,90,91.466,1.95592742022266,3,29.366,436,46956.764,0.782613066048235,3,183,70.805,51.007,139.154,205.9,225.2,119.5,0.306486080544658,3,32197.27,102.517,915,154,-186345433333333,8733676471428571,-999147812500000,838592777777778,none,0.0075,15
463,3,dry,871.6910602,O2,22.19,0.216,223,7125.83,18,5,1,0.78711,16.648,15.029,20.002,199.811,90,91.033,1.93928107115724,1,13.721,436,46779.748,0.787718813290768,3,152,71.258,51.175,140.883,208.1,221.6,126.8,0.271873561586675,3,32198.727,102.939,912,154,1.34251446666667E+015,3.38343271428571E+015,55860937500000,831361111111111,none,0.012,24
464,3,dry,872.09640956,O2,22.18,0.216,223,7124.77,18,6,1,1.06047,16.398,14.952,20.003,199.192,89.999,90.947,1.91510971200225,2,19.727,436,46930.168,0.788486648172194,2,150,71.248,51.054,141.677,207.1,230.8,117.9,0.323738273806878,2,32200.232,102.634,913,154,4.37321133333333E+015,5217324285714286,-664365937500000,837718888888889,none,0.0165,33
465,3,dry,871.88032535,O2,22.18,0.216,223,7124.84,18,7,1,1.00201,16.849,14.967,19.998,198.879,90,91.144,1.91883825472238,3,29.578,436,47244.524,0.791433638470936,1,62,71.248,51.153,139.284,209.8,221.6,135.6,0.243528099178234,1,32202.697,102.883,917,154,-36454500000000,3.53405438571429E+015,139200000000000,834151388888889,none,0.0075,15
466,3,dry,872.35414545,O2,22.2,0.217,224,7137.76,18,8,2,0.98377,17.185,15.077,19.998,199.287,90.002,90.663,1.92823288946036,1,17.244,436,47018.24,0.794909661069482,1,143,71.378,51.38,143.676,206.5,222.1,127.2,0.271345978989987,1,32198.538,103.449,912,155,3.57986666666667E+015,-1.75821568909055E+015,939879369488557,831218611111111,none,0.0045,9
467,3,dry,872.41419682,O2,22.2,0.217,224,7136,18,9,2,1.11711,16.813,14.937,20.001,197.828,90,90.511,1.90032428898763,2,17.474,436,46852.56,0.796656964261896,2,113,71.36,50.989,141,208.8,222.5,130,0.263420190801652,2,32200.315,102.473,908,154,1.66618533333333E+015,1.32E+16,-2168547812500000,834839444444445,none,0.012,24
468,3,dry,872.35536954,O2,22.21,0.216,223,7122.5,18,10,3,0.78203,16.699,15.044,19.998,199.187,90.001,91.195,1.92636382445115,1,23.018,436,47173.892,0.794683639359441,3,178,71.225,51.355,139.65,208.7,215.3,130.8,0.243358053135575,3,32200.324,103.388,912,155,529949333333333,97967857142857.2,839227406250000,827468333333333,none,0.03,60
469,3,dry,872.55656745,O2,22.21,0.216,223,7124.42,18,11,3,1.0309,16.056,15.024,20.004,199.193,89.999,91.182,1.92630424890657,2,24.328,436,47207.9,0.785465289099868,2,241,71.244,51.355,139.642,209.1,213.2,126.4,0.252200214428293,2,32201.779,103.387,913,155,3431642000000000,3939147142857143,-279978750000000,826869166666667,none,0.0195,39
470,3,dry,872.18361106,O2,22.19,0.216,223,7122.13,18,12,3,0.89203,15.741,15.053,20.002,199.35,90.001,91.333,1.94356056701322,3,31.553,436,47447.7,0.789257410149561,1,165,71.221,51.61,141.713,207,223.6,123.4,0.288049813644419,1,32300.362,104.024,916,156,4.18525933333333E+015,1.60151571428571E+015,136141562500000,838977500000000,none,0.012,24
471,1,dry,872.4719636,O2,22.19,0.217,224,7137.13,18,13,1,0.81909,16.839,14.96,19.996,199.805,90,91.67,1.93410992989929,1,36.742,436,47472.988,0.783565257866654,1,136,71.371,51.651,140.413,209.4,224.6,125.7,0.28252582083178,1,32299.266,104.129,917,156,-92275590000000,2.02174083857143E+015,492332500000000,835046666666667,none,0.027,54
472,1,dry,872.0302876,O2,22.19,0.217,224,7132.1,18,14,1,0.65738,16.674,15.07,20,200.224,89.999,91.55,1.94167326114832,2,29.197,436,47452.932,0.790967011596012,2,192,71.321,51.618,143.91,205.1,220.4,124.6,0.276076713592023,2,32300.914,104.045,917,156,2913496000000000,7831554285714286,-1092036562500000,833334166666667,none,0.0435,87
473,1,dry,872.50880531,O2,22.21,0.217,224,7137.55,18,15,1,1.02135,16.548,14.905,19.997,200.135,90,91.947,1.94232838995128,3,36.652,436,47742.872,0.783189449216631,3,167,71.375,51.608,141.255,209,222.1,124.7,0.279461448522713,3,32300.515,104.019,922,156,-396062466666667,1.23E+16,-1757842500000000,832483333333333,none,0.0105,21
474,1,dry,872.56577408,O2,22.19,0.218,225,7146.96,18,16,2,0.81659,16.811,14.964,20,200.793,90,91.409,1.94993724035605,1,38,436,47520.076,0.7844534284753,3,142,71.47,51.881,145.796,204.9,217.9,131.9,0.245540302871108,3,32297.604,104.702,917,157,2.30318753333333E+015,1.76319985714286E+015,310390000000000,833909444444445,none,0.0285,57
475,1,dry,872.3695463,O2,22.17,0.217,224,7134.65,18,17,2,0.82715,15.987,15.047,19.998,200.125,90,91.643,1.94370521158056,3,31.46,436,47462.088,0.791640566131946,1,200,71.346,51.626,142.865,207.1,218.7,124.8,0.270813956003547,1,32299.646,104.065,917,156,1.07014866666667E+015,3212654142857143,105425312500000,832245277777778,none,0.0075,15
476,1,dry,872.25270333,O2,22.12,0.216,223,7128.43,18,18,3,1.044,17.072,14.935,20.001,200.33,90.001,91.794,1.96571429767754,1,32.782,436,47456.856,0.79736066305294,1,107,71.284,51.506,140.743,208.5,226.6,126.3,0.285696788261081,1,32300.541,103.766,917,156,4.10668666666667E+015,-1.72674557142857E+015,880814656250000,836319166666667,none,0.015,30
477,1,dry,871.97502601,O2,22.11,0.217,224,7134.54,18,19,3,0.83434,16.87,14.996,20.001,200.338,90,91.771,1.94166966462197,2,29.906,436,47486.068,0.792069135282138,2,53,71.345,51.632,141.354,208.6,232.4,125.8,0.301064457730946,2,32300.313,104.08,917,156,4641708333333333,8004638571428571,-1296911562500000,833101388888889,none,0.009,18
478,1,dry,871.32012453,O2,22.12,0.217,224,7132.24,18,20,3,0.6944,17.148,14.973,20.005,201.015,90,92.076,1.95160891093801,3,35.244,436,47702.324,0.78885899507325,3,228,71.322,51.699,141.124,208.1,228.4,112.8,0.334866690613304,3,32300.421,104.248,920,156,-181345333333333,-132549600000000,916675256250000,836044444444445,none,0.0405,81
479,2,dry,871.51564063,O2,22.1,0.218,225,7141.1,18,21,1,0.89266,16.694,15.105,20.003,201.475,90,92.009,1.94220617708722,1,39.437,436,47670.932,0.798116737386644,3,182,71.411,51.862,143.71,206.4,226.8,119,0.309810176603296,3,32300.241,104.656,919,157,888073666666667,404768428571429,726106312500000,828489444444445,none,0.0315,63
480,2,dry,871.53129816,O2,22.11,0.217,224,7138.25,18,22,1,0.71561,16.661,14.898,19.999,201.129,90,92.478,1.95263768268433,2,42.086,436,47986.16,0.80221086370143,2,136,71.383,51.928,143.325,207.1,232.6,117.2,0.329608340176372,2,32296.539,104.819,925,157,809172133333333,2.54017542857143E+015,281661250000000,838344166666667,none,0.0105,21
481,2,dry,872.31374778,O2,22.1,0.219,226,7151.72,18,23,1,0.85345,16.157,15.019,19.997,202.083,90,91.649,1.97147222938295,3,31.482,436,47537.516,0.800265776340399,1,160,71.517,52.139,143.672,207.8,233.1,114.6,0.338972384477639,1,32197.085,105.348,915,158,1.16590283333333E+015,6147331571428571,-544837187500000,835907777777778,none,0.0075,15
482,2,dry,871.16391905,O2,22.1,0.216,223,7130.38,18,24,2,0.91509,17.257,15.055,19.997,200.38,90,92.17,1.9404942283345,1,43.236,436,47672.24,0.77882315534128,1,132,71.304,51.748,140.138,209.2,226.4,124.1,0.292353373209228,1,32197.037,104.369,920,157,311394000000000,2.25655442857143E+015,372710000000000,836081111111111,none,0.0225,45
483,2,dry,871.4705615,O2,22.1,0.216,223,7129.58,18,25,2,0.90035,17.28,14.954,19.998,200.637,90,91.839,1.94054302088832,2,35.818,436,47613.38,0.77819761578813,2,145,71.296,51.876,140.658,208.5,222.5,126.8,0.274032225273388,2,32199.163,104.691,917,157,287534633333333,3.28587171428571E+015,166029375000000,833405000000000,none,0.0285,57
484,2,dry,871.76830506,O2,22.09,0.217,224,7140.01,18,26,2,0.88812,17.19,14.968,20,200.409,89.999,91.864,1.94658986101829,3,34.683,436,47668.316,0.78871914543366,3,114,71.4,51.904,144.401,206.1,235.3,116.8,0.337318051070238,3,32201.077,104.76,918,157,1858828000000000,1560063000000000,382536562500000,831940277777778,none,0.006,12
485,2,dry,871.28766851,O2,22.1,0.217,224,7138.48,18,27,3,0.7983,16.27,15.041,20,200.856,90,91.992,1.94849684127877,1,45.552,436,47816.556,0.788449575394586,3,210,71.385,51.894,140.648,208.8,221.6,121.8,0.28808627577766,3,32200.053,104.734,920,157,825094900000000,1.50005128571429E+015,521460000000000,834665000000000,none,0.054,108
